Id,message,recall
132,I just read about Michael. Michael is really great to his parents. He makes sure he visits at least once a week and had dinner with them. That's nice! / Mike seems to be a very detail oriented person. He is an avid reader and enjoys talking to people at length to explain what he has read. He does tend to be slow at completing projects due to his attention to detail. Michael in very intelligent. He is extremely focused. Once he starts a task he will see it to the end even if the deadline has passed.,Michael like to visit his parents at least once a week to have dinner with them. He is an avid reader and will talk to you endlessly to described what he has learned. He is an intelligent person who is detail oriented. He also will stay with a task even to the point that the deadline has passed.
133,"X is very close to his parents, sometimes neglecting his friends in order to spend time with the parental units. X is extremely detail oriented, so much so that he sometimes does not know when to stop. X has missed deadlines because of this inability to see the end clearly. X has done extensive reading and will share this with people even if it is not the subject at hand. X also has a very stubborn streak; once he decides to do something it is done and in the way he decided to do it. X will not change his mind even if it could be done better a different way.","Michael has a very close relationship with his parents, sometimes neglecting his friends because of it. He is very detailed oriented sometimes missing deadlines because he does not know when to stop. When Michael decides to do something it is done, he will not change his mind about how he is doing it even if there is a better way."
134,He's a person you were friends with but something happen to end your friendship. He's close to his parents. His care for them is a top priority that causes him to neglect his friends at times. He's thrifty with his money and set in his ways. He also loves history and knows a lot about it. One can say that he's a focused and detailed person.,"Michael care for his parents. He cooks them dinner every week. His engagement with his parents comes at the expense of his friendships. / / Michael likes history. He's detailed oriented, focus and has a lot of care. / / Michael doesn't like to spend money. He shops at thrifty stores for his clothes. He is also set in his way. When he makes a decision he doesn't back down from it."
135,He is family orientated. His work reflects the amount of time he invests in each project. He does not like to spend money very much. He is careful about his money.,He spends time with his family even at the expense of his friend. He often spends a lot of time on projects and overthinks them. He does not like to spend money and buys clothes at thrift stores or online. He does not like to loan money to friends.
136,"He is a very loving son who spends time with his parents, calling them and eating with them every week. This is very important to him even if it means he has to ""blow-off"" what his friends want to do. He's very detail-oriented and does a high quality job but sometimes he takes it a bit too far and things don't turn out as well as they could. He likes history and literature and is known for talking about them a lot even if neither is the subject of a conversation. He's somewhat tight with money. He doesn't like to loan money and he buys thrift shop clothing and looks for bargains. He's somewhat stubborn and persistent in what he does.",He is close to his parents and calls them often and eats with them every week. Sometimes this is to the detriment of his relationships with his friends. He is careful with money. He buys clothing at thrift shops. He doesn't like to loan money to friends. He splits checks down to the penny. He does a quality job but sometimes he can't let go and keeps on after it should be over. He's persistent and doesn't stop until something is over in his mind. He likes history and literature and can speak articulately about them. Sometimes he does this when it's not the topic of the conversation.
137,He is a family oriented person that spends a lot of time with his parents even at the expense of hanging with his friends. He also is a person that is detail oriented which means he produces good work. But sometimes due to this he can miss deadlines if he focuses on the details too much. He loves to read and talks at end about the things he has learned. He is frugal and spends as little money as possible.,He was a detail oriented person. This got made him late for deadlines because he focused on the small details too much. He spent very little money and shopped at thrift stores. He spent time with his parents a lot even at the expense of his friends.
138,"He is close to his parents, and will spend time with them, even if it means losing time with his friends. He is cheap, and pays close attention to spending, rarely buys new things, and pays his bills on time. He is also very stubborn, and though he will complete anything he sets his mind too, sometimes doing things his way, is not always the right way. He also likes to talk about things that he favors, even if it is not relevant to the conversation. He is also very smart.","He was very connected to his parents. He was very thrifty with money. He was very smart, but not too good in social situations."
139,"He is very close to his parents, he has dinner with them every week, and calls them everyday. / / He produced very high quality work, but usually he overcomplicate simple task so it takes him longer to complete assignments a result he missed deadlines / / He likes to read about history and literature from reading frequently, he also tends to talk a lot about things he has learned . / / He is a thrift person because he doesn????t like to spend money, he use promotions and do not loan money unless is a case of life or death. / / He is a stubborn person, is very difficult he change is mind even if things might have turned out better if he had","He likes to dine with his parents and call them everyday / / He likes to work hard but sometimes he complicates things and do not accomplish the work on deadlines / / He is a thrif person, do not like to spend money. / / He is a stubborn"
140,"He is very close with his parents, and has dinner with them once a week. He also calls them multiple times during the week. He is extremely detail oriented, so when he says he'll complete a project he will follow through, but it often takes a long time for him to agree that his work is done. His work is high quality but very slow. He is frugal to the point of cheapness.","Michael has a very close relationship with his parents and calls them multiple times throughout the week. He has dinner with them once a week. He will sometimes do this at the expense of spending time with friends. He is a perfectionist and because of this often has a hard time signing off on work as ""finished."" Because of this his work is high quality but it can be very slow. Michael is very interested in saving money and shops for discounts and buys things at thrift stores. He is very dependable and when he says he will do something it is as good as finished, even if it takes awhile for him to complete it."
141,"This person is very detailed. He eats dinner each week with his parents. He is so detailed he will sometimes not finish his work because he will not be rushed. He loves to read literature and history and talk a lot about it even if no one is interested. He avoids spending money and will shop in thrift shops. He does not loan money to friends unless the situation is dire. Once he makes up his mind about something, he will not change it, even in it would be better to do so.",This person is very detailed. He eats dinner with his parents every week. He loves to read literature and history and talks about it even if no one is interested. He avoids spending money and even shops in thrift shops. He never loans money to friends unless the situation is dire. He will not change his mind even if if doing so would be to his advantage.
142,"X is a person that you can trust to finish a task. X is very detailed oriented and sometimes this can lead to the over-complication of his responsibilities. This could lead to X taking longer on tasks and missing deadlines, but you know that X will complete the task with high-quality work. X is very family oriented and has dinner with his/her family every week.","X is a family oriented person who has dinner with his/her parents every week. X is the type of person that you go to when you want a task done. He/she can be very detailed oriented and thorough. Sometimes, this may cause X to over-complicate things which could make X miss deadlines for projects. However, you know that X will turn in good quality work."
143,X is very thrifty and will purchase clothes from thrift shops and seldom lends money to friends. He is very close to his parents and has dinner with them at least once a week. X is very careful at work. So much so that he can miss an assignment at work. X is very stubborn and once his mind is made up it is made up.,Michael likes to eat with his parents once a week. He is very diligent at work sometimes to a fault. He is very thrifty and can buy his clothes at a thrift store.
144,This person is close to his family but tight with money. He likes literature and history. He is a detailed oriented person who does whatever he has his mind sat out to do.,"He was tight on loaning money to friends, detailed oriented and like being with his family."
145,"He is very family oriented and eats dinner with his parents once a week, no matter what else is going on. He is a perfectionist and will not consider a task complete until it is perfect, even if time does not allow it. He is also very frugal and shops at thrift stores and doesn't like to lend money. He is very detail oriented.","Family is important to Michael and he always makes time for them even at the expense of doing things with friends. He has dinner with them once a week and talks to them on the phone. He likes to do tasks perfectly and does not consider them finished until everything is perfect, even if it takes longer to complete. He is frugal and buys his clothes at thrift shops and will not lend friends money except for in emergency situations."
146,X IS CLOSE TO HIS FAMILY. X FINISHES WHAT X STARTS. X IS STUBORN AND DOES NOT LISTEN IN CONVERSATIONS. X DOES NOT LIKE TO SPEND MONEY SO X BUYS CLOTHES FROM A THRIFT STORE.,X HAS DINNER WITH PARENTS WEEKLY. X OFTEN DOES NOT STAY ON TOPIC. X IS FRGUAL AND BUYS CLOTHES AT THIFT STORE.
147,"He eats dinner with his family and is a hard worker, though sometimes he doesnt finish his tasks on time",the person eats dinner with his parents. / hard worker though sometimes careless
148,"He is attentive to his parents and consistent in contacting them . He is meticulous in his attention to detail when it comes to projects or his work. He gets things done, even if he takes too long. And he can be cheap when it comes to money.",Michael is consistent in calling his parents and having dinner with them at least once each week. This can sometimes be at the expense of his friends. / / Michael pays a lot of attention to the details of any job he takes on. He sometimes gets so involved in details that he misses deadlines.
149,This person loves his parents very much and makes sure that he has dinner with them at least once a week. He is hard working and detail oriented. Sometimes too much. His hobbies include reading History and Literature. He has a deep passion for his hobbies and likes to tell others about what he has learned. He is also very frugal and will only buy something if he has a discount for it.,"He is a hard worker but to a fault. Sometimes he should stop a project that he kept working on. He is very detail oriented but again, works to long to make sure everything little thing is right. He likes have dinner with his parents once a week. To make sure he does this, he has put of plans with his friends to have dinner with his parents. He likes History and Literature and he likes to tell others about it, even when it isn't the topic of conversation. He is very frugal and he won't spend money unless he has a discount. He is very hesitant to loan friends money"
150,He is close to his parents and will engage with them even before friends. He is detail oriented which can sometimes delay completion of projects. He reads a lot and is able to communicate most of it (and enjoys doing so.) He does not like to spend or loan money unless he has to. He rarely changes his mind. /,"He is very close to his parents and will occasionally choose to spend time with them instead of others friends. / / He is detail oriented and focuses quite a bit. While this results in high performance, it can also lead to delayed results. / / He reads a lot of literature and likes to share what he has learned. / / He does not like to spend money unless the situation is urgent. / / He sticks to his decisions to a fault. / /"
151,"He eats with his parents every week and does not let anything prevent him from doing so. He is extremely focused when it comes to his work, which means his work is high quality but sometimes he focuses so much that he overdoes it. He is a bit of cheapskate and will always make sure that the shares of a split bill is correctly calculated. He is very determined and always accomplishes what he sets out to do.","He has dinner with his parents every week even at the expense of his friends. He is very detail-oriented which means his work is high quality but sometimes he complicates simple matters or misses deadlines. He dislikes spending money and is very careful about splitting bills. When he decides to do something it is as good as done, no matter how long it takes."
152,He is very kind to his family. He is a perfectionist sometimes to a fault. He is very careful with his money and does not often lend money to anyway. He also sets his mind to do something and is unwavering.,"Michael was good to his family, he liked to save his money, he was a perfectionist and he always stuck to what he believed in."
153,"This person spends a lot time with his parents including weekly dinners. He is very detail oriented. He is a history and literature buff and will speak on these subjects at length. He is thrifty and spends his money carefull, always looking to save. He is determined and always follows through on whatever he starts.","He spent a lot of time with his parents, weekly dinners. He was into history and literature. he was detail oriented, and always followed through on projects he started."
154,"This person is very intelligent, and will go off on tangents about things they know. This person is also stubborn, and will rarely change their views. This person is very close with their family. This person is very tight with money.",The person was tight with money. This person was hard headed and stubborn. This person was intelligent but liked to go off on tangents about things they know.
155,"This person is very loyal to his family, even if it means disappointing a friend. He is very articulate and can speak on a multitude of issues but at times this leads him to diverge from the subject. At work, he will work diligently on a project but is cautious in deeming the project as finished and thus tends to turn in the projects late. He is frugal and careful with paying bills. He would rather go to thrift and second-hand shops than spend extra money on new things. He does not loan anyone money unless the situation is dire.",He was studious at getting projects done at work but at times can't declare a project completed and as a result is late on turning projects in. Goes to thrift stores because he is careful with money and is concern on splitting bills. He is close to his parents and has dinner with them once a week. He does not loan money unless it involves dire needs.
156,"X is close to his parents and communicates with them weekly, as well as having weekly dinners with them. He is known to be detail oriented even at the expense of timelines and deadlines. He is articulate and educated about history and literature. Sometimes he likes to talk about those things, even when it's off topic. And once X makes up his mind to do something, it will get done!","Michael was very close to his parents and ate dinner with them weekly. He also called them a few times a week. Sometimes it was at the expense of time spent with friends but he kept that schedule. He also was detail-oriented at times to the point of making things too complicated. This also meant he missed deadlines. He was well educated in history and literature, often talking about those topics even if they weren't in the original topic of conversation. He is a go-getter and once he makes up his mind to do something, it's as good as done."
157,He has a great relationship with his parents and makes sure to have dinner with them at least once a week. He is very detail oriented and produces high quality work. He doesn't like to spend or loan money. He often shops at thrift stores and uses promo codes for online shopping.,"He spends time with his parents. He doesnt like to spend money, shops at thrift stores and uses coupons. He is very detail oriented. He doesn't like to loan money."
158,"This person is very close to their parents and they sometimes spend time with the parents rather than their friends. This person is kind of perfectionistic and while that means they do excellent work, sometimes the work can be late. At times. This person likes to read, is articulate, and enjoys history and literature. This person is careful with money and is careful with splitting bills, etc. Once they set their mind to something, they finish the job.","Michael is a perfectionist, rather. He spends a bit more time than he should on things sometimes. He likes to spend time with his parents. He likes to read. He likes history. He is articulate. He is smart about his money, is careful with spending (so am I - very similar). When he chooses to do something it is as good as done."
159,"This person likes to discuss what he has read about lately and spends time at least once a week with his parents. He doesn't like to lend money and is quite penurious. He works hard on projects or tasks but takes such care that they take over long to complete. He likes to talk a lot about what he has read lately and brings that into many conversations, even when it doesn't really fit.","He talks about what he has been reading lately even if it has nothing to do with the conversation. He spends time with his parents and eats dinner with them at least once a week. He doesn't like to lend money to friend unless it's a ""dire"" situation. He uses internet promotions."
160,He is very close to his parents and have dinner with them every week. He likes to read and tend to talk about it. He is very thrifty and will split the bills to exact. If he has decided to do something he will put his mind to it and finished it no matter how long it takes.,He is very close to his parents and will have dinner with them weekly. He reads a lot of history and literature and tend to talk about it endlessly. He is very detailed and thrifty. He will split the bills to the exact. He will finish the work he started once he made up his mind no matter how long it takes.
161,"He is very close with his parents and has dinner with them once a week, even if it means missing out on other social opportunities. He is detail-oriented and produces high-quality work. Sometimes this means he misses deadlines though since he is so focused on the details. He has read a lot of literature and is articulate, and he knows a lot about the things he has read. He is pretty thrifty and shops at thrift stores.","Michael is very close with his parents. He often visits them and goes over for dinner every week. He calls them a lot. He does this even when it is a detriment to his social life. Michael likes literature and history and knows a lot about both. He reads a lot and is very articulate. He will work these things into a conversation even when there is no need to or it is not relevant. He focuses on details when he works on projects, which means that sometimes the projects miss their deadline. He is thrifty and shops at thrift stores."
162,He is family focused and detail orientated. He would rather do something right and take longer than to leave parts unfinished.,HE was detailed orientated. He worked hard to complete all parts of a project. He was close with his parents and regularly visited them. He would even miss time with friends to visit with his parents.
163,This person is very detail oriented. He works really hard on projects and often does not finish them on time because of the will to be perfect. He eats with his family once a week.,The person ate with their family every week and was a perfectionist.
164,He is very responsible and manages his life meticulously. Very frugal but has a good relationship with his family.,"They visit their parents often and help them out with things. He's generally likable. He is very frugal, and avoids spending money when he doesn't have to, avoiding loaning money to friends and always divides up the bill accurately."
165,he is very close to his parents.he read literature and all events,no idea
166,"I never received a description. I've spent awhile waiting for something to happen. I continued to receive this pop-up error: Error / / Sorry, an unexpected error occurred. / B.2nm7zbe.ityek8y1 / / Is there anyway I can still do this task?","I'm sorry that I cannot complete this portion of the task. I was continuously given this error message: / / Error / / Sorry, an unexpected error occurred. / B.2nm7zbe.ityek8y1 / / This happened for 20 minutes until I hit the refresh button. Finally, it took me to where I was supposed to describe Mark."
167,"You personally know this person and it seems that you dislike him. He likes to spend time with his parents and has dinner with them every week. He tends to overthink simple tasks and often will be reluctant to say a project is ""finished"", so he tends to be late on assignments. He likes talking about recently learned items, even if they are irrelevant to the topic at hand. He is a saver and likes to shop at thrift stores and use online promotions. He doesn't like to lend money to friends and makes sure that a bill is split evenly.","Sam personally knows Michael and doesn't like him. Sam likes spending time with his parents. He tries to have a meal with them every week. He is also an overthinker. He tends to over think simple tasks and is reluctant to describe a project as finished when he's done. This often leads to him having late assignments. He likes to talk about things that he just learned, even if this topics are irrelevant to the topic at hand. He is also a saver. He tends to buy items at the thrift shop and use online promotions when buying things. He makes sure that a bill is split evenly. He doesn't lend money to friends unless it's a dire situation."
168,He is very detail oriented. He is very close to his parents and makes sure to see them every week. He likes to avoid spending money if at all possible. He knows alot about history because he reads often.,He was very close to his parents. He made sure to visit them every week. He was very detail oriented. He liked history alot.
169,This person is close with his parents and has dinner with them at least once a week and talks to them several times during the week. He is very detail oriented and can get very obsessive about the details that he will miss deadlines. He is tight with his money. He makes sure that he only pays for what he ordered when out with friends and splitting the bill. He will use coupons or internet specials to save money. If he says he is going to do something then it will be done almost all the time. It would have to take a serious issue to make him not to do what he said he would. This person is well liked by his friends.,"He is close to his parents. He has dinner with them once a week, and speaks to them on the phone several times a week. These plans takes up a lot of time, time away from his friends. He get caught up in the little details of projects. He gets so absorbed in these projects, that he thinks they are not finished. He misses deadlines. He does not like to spend his money. He carefully figures out the cost of what he ordered to make sure that he only pays for what he ordered. He looks to save money by using coupons and internet specials. When he says he is going to do something, it is almost guaranteed to get done. It is a rare occasion that he doesn't do something that he said he would do."
170,"Michael does not like to spend money, he buys clothes at thrift shops and uses promotions. He sometimes misses deadlines and doesn't finish assignments. He is family orientated. Once he makes up his mind about something its very hard to change his mind and persuade him to do so.",Michael is a person that likes to save money. He buys things at thrift shops and uses promotions. Once he has made up his mind it is hard to persuade him to do so. He doest finish assignments on time.
171,"this person makes a special effort to spend time with his parents on a weekly basis, he also is very particular about the way he performs his work and may go overboard causing him to make projects late. this person also is very frugal and may buy clothing from thrift shops and uses internet promotions often. one other thing is when this person decides on something he very rarely will change his mind","the person made a special effort to spend time with his parents, at least once a week. he worked hard on projects but sometimes put to much effort into them therefore making him late on projects. He rarely ever changed his mind after making a decision."
172,"he is a family guy, spend time with his parents, he is organized, he likes things done right even if he cant make the deadline, he does not change his mind very easy","it was a person who likes his family, he likes things done the right way even if he looses the deadline"
173,"close to his parents, detail-oriented, likes history, is frugal, and he is decisive / /","frugal, likes history, detailed oriented."
174,"He cares very much for his parents and prioritizes spending time with them, at least weekly. He is a very detail-oriented person who can be absorbed in a task to the exclusion of other things. He is thrifty and very careful about how he spends his money. He likes to read and often discusses his most recent finds at length. Give him a task and he will see it through to completion no matter the obstacle.","Michael is dedicated to spending time with his family. He usually has dinner with his parents weekly, even if means missing time with friends. / / He is a detail-oriented person who can become engrossed in a task. / / Michael loves to read literature. He will often discuss what he is read during conversations even if the topic doesn't fit at the time. / / Michael is a thrifty person. He uses internet coupons, shops at thrift stores and will avoid lending money to friends unless it is a dire situation. / / Michael is a hard worker. He will see a task through to completion no matter the obstacle."
175,he is very good person .i am go happy to meet this person .he is very talented and very caring person i feel he is very .he is very experienced person comfortable to my self.,"i read some qualities about my assigned partner.since Sam knows Michael personally, he's developed his own impression of Michael.it is described like this.it very useful for my partner quality evaluation."
176,"He is very close with his parents, and has dinner with them weekly. He is very detailed oriented. He reads often and knows a lot about history and literature from doing so. He may talk a lot about these things. He is a good budgeter and only spends money wisely. He will split bills and use promotions if available. He is a very stern person who will set his mind to something and will accomplish it.","Michael is very close with his parents. He has a weekly dinner with them and communicates with them often. He is very detail oriented which can sometimes cause him to miss deadlines. He reads often and is very interested in history and literature. He will talk a lot about these things. Michael is not a big spender. He shops and thrift stores, uses promotions if available, and splits bills evenly. He sets his mind to something and will them accomplish it with out changing his mind again, no matter how difficult or drawn out the task may be."
177,"He visits his parents on a regular basis. He works hard but is picky about his work, which causes him to finish late with certain jobs. He is a tight spender.",Micheal visited his parents often. He is a hard working but is very picky with his work. Sometimes he has trouble finishing his work on time because he never feels it is finished. He doesn't like to spend a lot of money. Only buying what he needs. He often buys from thrift shops and never lends money to people unless it is an emergency.
178,He is quite detail oriented and tend to have trouble finishing tasks which result in missed deadlines. He is also well read and enjoys literature and history. He often speak of his teachings in conversations. He is tight with his money and buy clothes at the thrift shop. He has a close relationship with his parents and will often make time for them at the expense of his friends.,"Michael is close to his parents and often makes time for them at the expense of his friends. He is detail oriented and tends to never call anything ""finished."" This makes him often miss deadlines. He is well read and likes literature and history, in which he often speaks about to others. He is also quite articulate. He is tight with his money and carefully splits his bills. He also thrift shops."
179,"He is very close to his parents and speaks to them often. He usually has dinner with them weekly. He is very detail oriented which makes him successful in some projects but causes him to miss some deadlines. He likes history and literature. He likes to talk about what he is learning even if it is off the topic of the current conversation. He is very frugal, splitting checks carefully, buying thrift shop close, getting internet deals. He is not apt to loan money to anyone unless a dire emergency.","He sees his parents weekly and talks to them often. He is very detail oriented. This makes him successful in some areas. But at times it causes him to miss deadlines. He likes literature and history. He likes to talk about things he has learned even if it is off the topic of conversation. He is careful with his money, splitting the check carefully, buying clothes at a thrift store, using internet promotions. He doesn't lend money to people unless the situation is dire."
180,"X is a man that is a bit anal-retentive, when he starts a project he likes to work it through even if it takes longer than necessary. He needs to have it done his way. He is also very close with his parents--he has dinner with them once a week and will blow off friends to make sure he doesn't let his parents down. Also, he is rather tight with his money, not wishing to spend any more than he absolutely has to which can make things awkward if you try to split a dinner check with him. Despite his peculiarities, most people like X and some would consider him a good friend.","It was about an anal-retentive type of guy who worked to get projects done his way. He was also close to his parents, making sure to have dinner with them once a week even at the expense of missing time with friends. Also, he is a tightwad, buying cheap stuff even though he could afford better and being persnickety about splitting bills at a restaurant."
181,"X is close with his parents, visiting them consistantly even when it is inconvenient. X is detal oriented, does good work and makes sure he gets the job done, no matter the time it takes. He is articulate and long winded. He doesn't spend money and is decisive to the point of stubborn.","Michael is a good kid to his parents and visits them frequently, even when it is inconvenient. He works hard, misses deadlines, is kind of cheap and is very determined."
182,"He is very very close to his family, and would sometimes rather spend time with them rather than friends. He enjoys history and literature, and reads often. He like to talk about things hes learned, even if its really not part of the conversation. Very thrifty, hates to spend money and reluctant to loan to friends. He shops at thrift stores, and makes sure to split bills completely equally.","Sam has dinner with his parents once a week, and sometimes is with them instead of friends. He likes literature and history and reads frequently. He loves to talk about things hes recently learned, even whem they dont apply to the conversation. He is very money conscious, splits bills equally, shops at thrift stores, and doesnt loan out money unless they are in dire need."
183,He is very close to his parents. / He has dinner with them every week. / He is very detail-oriented and often produces higher quality work. / He can miss deadlines because he was everything to be as close to perfect as possible. / He is knowledgeable in history and literature. / He likes to talk about things he has recently discovered. / He is not a money spender. / He buys clothes and and avoids loaning monies to friend unless they're in a dire situation. / He does not change his mind once he has it set.,close to parents / detail orietned / produces good work / know a lot about history and literature / Avoids spending money
184,He very close to his parents and he makes sure to have dinner with them at least once a week. He also is very detailed oriented in his work but sometimes that make him late for work deadlines. He love history and literature and he usually speaks about what he just read about either to his friends and family even when the conversation isn't about that.,Michael was very close to his parents and tries to make sure he has dinner with them once per week. He also is very detailed oriented in work and other things but that also cause Michael to sometimes miss work deadlines for being so detailed. Michael loves history and literature and when he meets with friends and family he will tell others about what he has just learned even if it isn't the topic of conversation.
185,"He is very family oriented and even puts them ahead of his friends. He is hard headed and although completes projects, he never really ever finishes them. He rarely changes his mind although it would sometimes beneficial. He is a hard worker.","Michael is a family oriented person, often at the expense of his friends. He is a hard worker. He has a hard time changing his mind once his mind is made up even if it is for the better. He starts projects and completes him but never finishes them because in his mind there is always something in addition to add to his project."
186,"He loves his family and spends quality time with them. He loves to learn about history and excels in these type of classes. / He is a very on point person, he makes up his mind and sticks with it. He is a kind person, and helps others around him","He was a good family guy who did things for his parents and family, he loved to study history and did well in it, he also was a very committed person when he made up his mind he stuck to it"
187,He likes to spend time with his family and calls them frequently. He is frugal and thrift shops. He always uses coupons. He is the type of man that when his mind is made up that is it.,He has a great relationship with his family. He dines with them every week and talks to them frequently on the phone.
188,"X seems very Determined and capable. He is Overproductive, to the point of being counterproductive by over-complicating things. X is family over friends, but loyal overall and enjoys his time with either. / Very smart, reads what interests him to become informed.","Overcomplicated simple things, and cant quite call some projects ""finished"""
189,"X is close with his parents, sharing weekly dinners and regular phone calls with them. His dedication to his parents sometimes means that X has less time to spend with his friends. / / Detailed, careful, and focused are the best ways to describe X's approach to his projects. What he delivers is always high quality, but his overthinking can sometimes lead to unnecessary complications and missed deadlines. / / If you give X the chance, he will articulately weave his love for history and literature into any conversation, no matter the topic. / / He is fair and frugal when it comes to money, making sure to evenly split shared bills and visit his local second shop. X is decisive, and forges ahead once he makes a decision, even if other options seem to be a better choice along the way. /","Michael is very close with his parents. He has dinner with them every week and calls them regularly. His dedication to his parents sometimes means sacrificing time with his friends. / / Michael is detail-oriented and careful on projects, being careful to deliver high quality work. He sometimes overcomplicates something simple, and misses his deadlines because of it. / / He is a lover of history and literature, and very articulate. Michael will try to bring up both subjects in conversation, even if they don't fit the topic. / / Michael is fair when splitting bills. He is careful with his money, visiting second hand stores and using discounts, but will spend in a dire situation. / / Once Michael makes a decision, he sees it through to the end, even if it becomes clear that there's a better solution along the way."
190,"""X"" comes from experience, ""X"" is mostly likely an older person. He looks at things from defense part of view, he see's things as they come. He is a well stable person, but i also see he might be a tad bit selfish, not a really bad thing. Friends can view him as a stiff/statue style of person. Seems has very a little emotions.","Mike and sam, or he/she. It was about mike and why he does things the way he does. Communication."
191,Michael is tight with his parents and very detail oriented. he works well but can make simple tasks inordinately complicated. hes very aware of his finances and responsible.,mike is a family person and very detail oriented. he produces good work but can make simple tasks overly complicated. mike is very aware of his finances ans is very responsible.
192,"He is detail-oriented, and this causes him to complicate things and takes a long time to do some things. He loves his family and eats with them every night even if he doesn't hang out with his friends because of it. He is very thrifty. He learns from reading and loves to tell his friends about what he learned.","He eats dinner with his parents every night, even if it interferes with spending time with his friends. He is careful with money, only loans money to friends in desperate situations. He is detail-oriented and this causes him to take longer to finish simple tasks than other people. He often gets bogged down in details."
193,He is very close to his parents and makes sure to keep in touch with them. He takes pride in his work and may even considered to be a perfectionist. He is also very careful about spending money and prefers to not spend more than he has to on things like food or clothing. He looks for coupons and discounts.,This person has a good relationship with his parents and goes to their place for dinner once a week. He is also very thrifty and uses coupons for food and goods and goes to thrift stores to get clothes. He is also very detail-oriented and probably also a perfectionist.
194,"This person always makes sure to spend time with his parents, even at the expense of going out with friends, etc. He enjoys producing high quality work and sometimes has issues meeting deadlines or overcomplicating things. He is very thrifty and pays close attention to spending. Whetehr it is splitting bills or finding promotions or deals online or even shopping at thrift stores. He is well versed in english and history and can be a wealth of knowledge for either subject. I fear I've forgotten one component of this gentleman but I feel this should be satisfactory in identifying whom this person is. Good luck, Sam. :3","He cares for his parents and eats with them often, even at the expense of hanging out with friends. He prefers to do high quality work. Sometimes overcomplicating things or missing deadlines due to not wanting to claim something as ""finished"". He is well versed in history and english and can speak well about either subject. He is thrifty and is very particular about spending habits. Including splitting bills, finding online promtions and deals and shopping at thrift stores. I still feel that I have forgotten a compenent of his description"
195,"He is frugal, articulate, a perfectionist, well read and cares about family.",Sam loves his parents very much and spends time with them weekly despite missing out on time with friends. He is well read. He is a perfectionist and oftentimes misses deadlines because he doesn't feel his work is finished.
196,"He is very close to his parents, calls them often and has dinner once a week. He is very detail oriented and produces quality work. He takes a long time to finish projects so they can be to his standards and sometimes misses deadlines. He reads a lot about history and likes to talk about new things he learned. He does not like to spend money and buys clothes at thrift shops. If he sets his mind on something he always follows through.",He is very close to his parents and has dinner once a week. He is very detail oriented and spents a lot of time on projects. He does not like to spend money and buys clothes at thrift shops. He likes to read about history and talk about it. He sticks to his plans.
197,"X is a highly-detailed oriented individual with an occasional tendency to get bogged down in perfecting things. As a result, he sometimes misses deadlines. He is very devoted to his family and prioritizes spending time with them even if it means sacrificing some of his social life. He's an avid reader and his enthusiasm for his reading sometimes results in him talking about his reading even when it is not on-tpic in a conversation. He is decisive. Once something has been decided, he is as good as settled on .","The subject was named Michael, I believe. He is a very detail-oriented individual who occasionally gets bogged down in perfection and, as a result, sometimes misses deadlines. He is an avid reader and enjoys sharing his learning with others, even when it means he sometimes goes off-topic. Once he makes a decision, it is as good as done. He is devoted to his family and will prioritize spending time with them over spending time with his friends."
198,"This individual is highly focused and determined. He is close with his family and tends to prioritize them over others, including friends. He is also detail-oriented which is good for completing large projects but can cause him to get hung up on small details which prevents him from really finishing a task to his satisfaction. He is also tight with his money- he likes to avoid spending at all costs whether it's buying new clothes, giving out loans, or making sure that bills are split correctly. He is a big history buff and loves to talk about new things, even though he sometimes takes conversations in a direction different.",Michael is close with his parents and calls them almost everyday. He sometimes spends time with them to the exclusion of others. He is detail oriented and sometimes over works certain projects which can make him miss deadlines or never consider work complete. Michael avoids spending money by shopping at secondhand stores or being meticulous about bills being split correctly. He also enjoys history and literature. He likes to talk about these topics frequently even if they don't fit into the current conversation
199,"He is very frugal, and is careful to split bills correctly and is more likely to buy items from a thrift store rather than purchase them new. If he does purchase them new, he will search for an internet promotion or possibly a coupon in order to save as much money as he can. / He's sometimes known to miss deadlines because he gets too caught up in the details of his work and has trouble knowing when a project is complete. This seems problematic for him, but he is unlikely to change this as he does not like to change his mind once it is made up even if he probably should. / He is very family-oriented, and will skip outings with friends to meet up with his parents because the relationship and commitment he has with his parents is more important than any other relationship.","He is very frugal, and dislikes spending money. He usually shops at thrift stores and will use discounts or promotions if he has to buy new. When going out with friends, he is meticulous in splitting the bill evenly. Michael is also very close to his parents, and sees them weekly. He will honor this commitment even if his friends have an outing they would like him to join, as the relationship with his parents takes a priority over the relationship he has with his friends. / Michael has trouble calling a project ""finished"" and pays close attention to detail. He sometimes misses deadlines because of this."
200,"This gentleman is a good man. He loves his parents and takes time to spend with them. He is a detailed, hard working individual. He loves history and literature. He is also money conscious. Often going to thrift stores for his wants and needs.",Michael was the subjects name. He is dedicated to his parents going to dinner with them at least once a week and calling them throughout the week. He is a hard working person with attention to details. Sometimes his attention to details causes him to be late in completing his assignments.
201,"X is very close to his/her parents. X consistently has dinner with them. X is focused on detail. X overcomplicates most things. X likes to read history & literature and talks alot about these things, regardless of relevance. X does not loan money. X hates spending money.",Michael likes to spend time with his parents. He spends time with them weekly. He doesn't like to spend money. He buys his clothes at thrift stores. He splits bills carefully. He reads about history and literature. He talks about them even when not relevant.
